1.204	-0.00038148	-0.00035096
1.2041	0.00050355	0.00050355
1.2043	0.00090028	0.00090028
1.2044	0.0013886	0.0013886
1.2045	0.0017548	0.0017548
1.2046	0.0017853	0.0017853
1.2048	0.0010834	0.0010529
1.2049	-0.00071717	-0.00068666
1.205	-0.0018463	-0.0018463
1.2051	-0.0019684	-0.0019684
1.2052	-4.5777e-05	-4.5777e-05
1.2054	0.0021515	0.002121
1.2055	0.0027619	0.0027924
1.2056	0.0016632	0.0016327
1.2057	-0.00062562	-0.00062562
1.2059	-0.0019074	-0.0018769
1.206	-0.0022431	-0.0022431
1.2061	-0.0019074	-0.0018769
1.2063	-0.0011444	-0.0011444
1.2064	-0.00053407	-0.00053407
1.2065	0.00083925	0.00083925
1.2066	0.0021515	0.0021515
1.2068	0.0025177	0.0025483
1.2069	0.0011749	0.0011749
1.207	-0.0014191	-0.0014496
1.2071	-0.0035859	-0.0035554
1.2072	-0.0037079	-0.0036774
1.2074	-0.0019989	-0.0019989
1.2075	1.5259e-05	4.5777e-05
1.2076	0.0013581	0.0013581
1.2077	0.0012055	0.0012055
1.2079	0.00047303	0.00047303
1.208	-0.00028992	-0.00032044
1.2081	-0.00050355	-0.00050355
1.2083	-0.0015412	-0.0015412
1.2084	-0.0031281	-0.0031281
1.2085	-0.0028534	-0.0028229
1.2086	-0.00062562	-0.00065614
1.2088	0.0030365	0.003006
1.2089	0.0053254	0.0052949
1.209	0.0035859	0.0036164
1.2091	0.00032044	0.00032044
1.2092	-0.0023346	-0.0023041
1.2094	-0.0025177	-0.0025177
1.2095	-0.00090028	-0.00090028
1.2096	0.00053407	0.00053407
1.2097	0.0002594	0.00022889
1.2099	0.00032044	0.00028992
1.21	0.0015106	0.0015106
1.2101	0.0031891	0.0031891
1.2103	0.0035248	0.0035248
1.2104	0.00019837	0.00019837
1.2105	-0.0040742	-0.0040436
1.2106	-0.0052949	-0.0052644
1.2108	-0.0017243	-0.0016938
1.2109	0.0057832	0.0057832
1.211	0.008896	0.008896
1.2111	0.0065461	0.0065156
1.2112	0.00035096	0.00035096
1.2114	-0.0048676	-0.0048371
1.2115	-0.0038911	-0.0038911
1.2116	-0.0016022	-0.0016022
1.2117	0.00074769	0.00074769
1.2119	0.00032044	0.00032044
1.212	-0.0014801	-0.0014801
1.2121	0.0002594	0.00028992
1.2123	0.0026398	0.0026093
1.2124	0.0030671	0.0030671
1.2125	-0.00050355	-0.00050355
1.2126	-0.0065156	-0.0065766
1.2128	-0.0091096	-0.0091096
1.2129	-0.0063935	-0.006424
1.213	-0.0017243	-0.0016938
1.2131	0.00016785	0.00013733
1.2132	-0.0045319	-0.0045319
1.2134	-0.011368	-0.011368
1.2135	-0.013443	-0.013443
1.2136	-0.0073396	-0.0073091
1.2137	0.013046	0.013077
1.2139	0.023758	0.023789
1.214	0.019699	0.019669
1.2141	0.0073091	0.0073091
1.2143	-0.013321	-0.013321
1.2144	-0.013748	-0.013748
1.2145	-0.0069123	-0.0069429
1.2146	-0.005539	-0.0055695
1.2148	0.0022736	0.0022431
1.2149	0.0022126	0.002182
1.215	0.0086824	0.0086519
1.2151	0.02092	0.020951
1.2152	0.019944	0.019913
1.2154	0.01149	0.01149
1.2155	-0.0045624	-0.0045624
1.2156	-0.016068	-0.016098
1.2157	-0.0083772	-0.0083467
1.2159	0.0067903	0.0067903
1.216	0.016342	0.016312
1.2161	0.011826	0.011856
1.2163	-0.0050813	-0.0050813
1.2164	-0.015488	-0.015427
1.2165	-0.011032	-0.011032
1.2166	0.0025788	0.0025788
1.2168	0.012222	0.012253
1.2169	0.0086824	0.0086824
1.217	-0.0010529	-0.0010529
1.2171	-0.0056916	-0.0056916
1.2172	-0.0066072	-0.0066072
1.2174	-0.0094453	-0.0094759
1.2175	-0.016556	-0.016587
1.2176	-0.031907	-0.031937
1.2177	-0.03801	-0.03798
1.2179	-0.031846	-0.031846
1.218	-0.0092927	-0.0092622
1.2181	0.04686	0.04683
1.2183	0.070085	0.070024
1.2184	0.049027	0.049027
1.2185	0.0012665	0.0012665
1.2186	-0.062486	-0.062486
1.2188	-0.057206	-0.057206
1.2189	-0.021195	-0.021195
1.219	0.0019684	0.0019684
1.2191	0.028092	0.028092
1.2192	0.021042	0.021042
1.2194	0.025406	0.025406
1.2195	0.046433	0.046464
1.2196	0.032456	0.032456
1.2197	-0.00035096	-0.00035096
1.2199	-0.048447	-0.048478
1.22	-0.072038	-0.072038
1.2201	-0.02742	-0.02739
1.2203	0.036027	0.036027
1.2204	0.073625	0.073625
1.2205	0.057267	0.057267
1.2206	-0.0081025	-0.0081025
1.2208	-0.047837	-0.047868
