4.437	0.00019837	0.00022889
4.4371	0.00080873	0.00080873
4.4373	-0.00062562	-0.0005951
4.4374	0.00096132	0.00099184
4.4375	-0.00086976	-0.00086976
4.4376	0.0011139	0.0011139
4.4377	-0.0012665	-0.0012665
4.4379	4.5777e-05	4.5777e-05
4.438	-0.0016632	-0.0016632
4.4381	-0.00032044	-0.00028992
4.4383	-0.001297	-0.001297
4.4384	0.00035096	0.00032044
4.4385	-0.00090028	-0.00090028
4.4386	0.00038148	0.00038148
4.4387	-0.00035096	-0.00032044
4.4389	-0.00010681	-0.00013733
4.439	0.0005951	0.0005951
4.4391	-0.00044251	-0.00047303
4.4392	0.0010224	0.0010224
4.4394	0.00016785	0.00019837
4.4395	0.0014191	0.0013886
4.4396	0.00077821	0.00074769
4.4398	0.0013275	0.0013581
4.4399	7.6295e-05	7.6295e-05
4.44	0.0010224	0.0010224
4.4401	-0.00035096	-0.00035096
4.4402	0.00083925	0.00083925
4.4404	0.00038148	0.00038148
4.4405	0.00083925	0.00083925
4.4406	0.0014191	0.0014191
4.4407	0.0012055	0.0012055
4.4409	0.0014191	0.0013886
4.441	0.0017853	0.0017853
4.4411	0.00099184	0.0010529
4.4413	0.0012055	0.0012055
4.4414	0.00065614	0.00065614
4.4415	-7.6295e-05	-7.6295e-05
4.4416	1.5259e-05	-1.5259e-05
4.4417	-0.0012055	-0.0012055
4.4419	-0.0021515	-0.0021515
4.442	-0.0022126	-0.002182
4.4421	-0.0033417	-0.0033417
4.4422	-0.0027314	-0.0027008
4.4424	-0.0033112	-0.0032807
4.4425	-0.0041352	-0.0041352
4.4426	-0.0044709	-0.0044709
4.4428	-0.0048981	-0.0049287
4.4429	-0.0050813	-0.0050813
4.443	-0.0034943	-0.0035554
4.4431	-0.0037385	-0.0037385
4.4432	-0.0022736	-0.0022431
4.4434	-0.0019684	-0.0019379
4.4435	-0.0014496	-0.0014496
4.4436	-4.5777e-05	-4.5777e-05
4.4437	0.00068666	0.00068666
4.4439	0.0023957	0.0024262
4.444	0.0043793	0.0043793
4.4441	0.0059358	0.0059358
4.4443	0.0069123	0.0068818
4.4444	0.008072	0.0080415
4.4445	0.0074311	0.0074311
4.4446	0.0081025	0.0081331
4.4448	0.007187	0.007187
4.4449	0.0074617	0.0074617
4.445	0.0073701	0.0073701
4.4451	0.0067597	0.0067597
4.4452	0.0061799	0.0061189
4.4454	0.004715	0.0046845
4.4455	0.0036774	0.0036774
4.4456	0.0024567	0.0024567
4.4458	0.0013275	0.001297
4.4459	0.0002594	0.0002594
4.446	-0.00056458	-0.00056458
4.4461	-0.0019074	-0.0019074
4.4463	-0.0031891	-0.0032197
4.4464	-0.0059968	-0.0059663
4.4465	-0.0085603	-0.0085603
4.4466	-0.010971	-0.010971
4.4467	-0.014542	-0.014511
4.4469	-0.015824	-0.015793
4.447	-0.018601	-0.01857
4.4471	-0.019669	-0.019699
4.4473	-0.019303	-0.019333
4.4474	-0.018723	-0.018723
4.4475	-0.013565	-0.013565
4.4476	-0.0070039	-0.0069734
4.4478	0.00016785	0.00016785
4.4479	0.008896	0.0088655
4.448	0.013779	0.013809
4.4481	0.016312	0.016312
4.4482	0.018387	0.018357
4.4484	0.014939	0.014939
4.4485	0.013321	0.013352
4.4486	0.0098116	0.0098116
4.4488	0.0050813	0.0050813
4.4489	0.0042267	0.0042267
4.449	0.0017243	0.0017853
4.4491	0.001236	0.0012055
4.4492	0.0028229	0.0028534
4.4494	0.0032197	0.0032197
4.4495	0.0069734	0.0069734
4.4496	0.011582	0.011582
4.4497	0.013626	0.013626
4.4499	0.01735	0.01735
4.45	0.015427	0.015427
4.4501	0.011032	0.011002
4.4503	0.00795	0.00795
4.4504	0.00053407	0.00056458
4.4505	-0.0026398	-0.0026398
4.4506	-0.0053559	-0.0053559
4.4507	-0.0092012	-0.0092317
4.4509	-0.008896	-0.008896
4.451	-0.010208	-0.010208
4.4511	-0.011246	-0.011276
4.4512	-0.0097505	-0.00972
4.4514	-0.01326	-0.01323
4.4515	-0.014298	-0.014298
4.4516	-0.018173	-0.018173
4.4518	-0.023392	-0.023392
4.4519	-0.026169	-0.026139
4.452	-0.028885	-0.028855
4.4521	-0.028672	-0.028672
4.4522	-0.020157	-0.020157
4.4524	-0.012222	-0.012222
4.4525	0.0028229	0.0028534
4.4526	0.014298	0.014298
4.4528	0.021164	0.021134
4.4529	0.026871	0.026841
4.453	0.025193	0.025162
4.4531	0.021256	0.021256
4.4532	0.017105	0.017105
4.4534	0.0084077	0.0084077
4.4535	0.0043183	0.0043488
4.4536	0.0013275	0.0013581
4.4537	-0.0015717	-0.0015717
4.4539	0.0005951	0.0005951
